16,1,0.9982,0.9628,0.9944,0.9628,0.9759,0.9759,0.9918,0.9359,0.353608338874731,0.158509591719703,0.170321881201118,0.158896940627607,-0.0475098577162949,-0.0475098577162949,0.0057676079389759,0.00329721986278053,1.07851270618095,0.527773232048814,0.53782463153878,0.527773232048814,0.579323461285757,0.579323461285757,1011201870762.4,0.576022176212683,0.53149101029389,9.29307539165301e-44,0.316103827332494,0.314602481899565,0.316103827332494,1.69410993112619e-12,1.69410993112619e-12,2.54458541965798e-141,9.03579377791211e-12
32,1,1,0.9505,0.9554,0.9554,0.9554,0.9554,1,0.9549,-0.025397440253457,-0.0187802241586635,-0.0448071757199925,-0.0448071757199925,-0.0448071757199925,-0.0448071757199925,54810299719.3228,-0.0180583022536591,0.946800059697221,0.576019390240196,0.569490465559533,0.569490465559533,0.569490465559533,0.569490465559533,77734727511.7771,0.561234816601483,0.577438561002729,1.00340756053187e-25,0.712761175032476,0.173310644481281,0.173310644481281,0.173310644481281,0.173310644481281,5.10289221563117e-101,0.00290954125500505
64,1,1,3e-04,1e-04,0.3155,0.3155,0.3155,1,0.1947,0.376929713811653,-0.112367530669693,-0.171898462491871,-0.172428467401581,-0.290237240390706,-0.290237240390706,87103924513.8132,-0.289995433612296,1.52794877185766,0.532081875605482,0.505671202558493,0.45700307272109,0.45700307272109,0.45700307272109,84856865872.7478,0.458506350468438,0.564567414360764,1.22316674887835e-73,3.26017305058481e-14,1.55257664023259e-18,1.02035802843775e-15,1.02035802843775e-15,1.02035802843775e-15,1.09311857512177e-98,3.60013960937176e-10
128,1,1,0.0015,0.0583,0.1164,0.1164,0.1164,1,0.0093,0.787215756795183,-0.0203566364804934,-0.0255975575833864,-0.0299607686075486,-0.0299607686075486,-0.0299607686075486,79204979983.3365,-0.0460232184945383,1.90579173500032,0.553786333496363,0.539760861328222,0.538561177483456,0.538561177483456,0.538561177483456,91871910461.5825,0.517600897568914,0.581215896554589,1.23194402684049e-97,1.71061230432386e-14,2.98470737270302e-12,7.1552450617748e-12,7.1552450617748e-12,7.1552450617748e-12,1.80350882905952e-81,2.30167147713275e-15
256,1,0,0,0,0,0,0,1,0,-0.113781288988135,-0.0312746805714417,-0.0415819716389094,-0.0411847546586673,-0.0851910217576396,-0.0851910217576396,162064386156.099,-0.114618450413274,0.60755279933004,0.690240268168699,0.675792729365202,0.664778338502037,0.623150150017494,0.623150150017494,217280949720.379,0.600944197725834,0.709616847790121,1.06636765299104e-07,1.78486934436232e-06,1.7386943656596e-07,5.17215560435483e-11,3.56134165174887e-12,3.56134165174887e-12,9.1300645961536e-96,9.09106065199427e-11
16,2,0.9918,0.6998,0.6998,0.6998,0.6998,0.6998,0.0646,0.6924,0.989073179811023,0.00872989433737614,0.123965716697739,0.122223006928422,0.123965716697739,0.123965716697739,0.0191827401213108,0.134809578925688,1.49994599384489,0.563140157068034,0.563140157068034,0.563140157068034,0.563140157068034,0.563140157068034,0.573085169748714,0.572614151908619,0.572630646255512,5.1484277182396e-58,0.00195680255735955,0.00195680255735955,0.00195680255735955,0.00195680255735955,0.00195680255735955,0.617194811612946,0.996589678063428
32,2,1,0.2479,0.9763,0.2479,0.9763,0.9763,1,0.8487,0.639299414929384,-0.0375262205182936,-0.035154032498514,-0.0317741880469998,-0.035154032498514,-0.035154032498514,101127620456.479,-0.0363653394471573,0.998452205250965,0.552513670616115,0.535721824888521,0.552513670616115,0.535721824888521,0.535721824888521,1448771773.22498,0.556215217190252,0.577680717058819,7.91346664258816e-31,2.03678609884477e-12,1.48103698182775e-11,2.03678609884477e-12,1.48103698182775e-11,1.48103698182775e-11,2.54648766127514e-100,0.000464765570191825
64,2,0.6226,0.9376,0.8366,0.9392,0.8366,0.8366,1,0.9591,-0.0325951145659699,0.0285118275062601,0.0526145414263761,0.0526145414263761,0.049562350312959,0.049562350312959,32458831286.5634,0.023616059711753,0.457363518960924,0.45522076146068,0.461219533117909,0.442569801161159,0.461219533117909,0.461219533117909,976670327.217316,0.456433877389577,0.453761189805608,0.757249308473717,0.674694787996678,0.151583496155,5.44743123818636e-11,0.151583496155,0.151583496155,3.86979566040101e-98,0.600071588452273
128,2,0.0061,1,0.9323,0.9377,0.6544,0.6544,1,1e-04,-0.0312003916889271,-0.00761601245818949,-0.00956180709353011,-0.0120188207195024,-0.0134553758861192,-0.0134553758861192,10554207292.8089,-0.022504616066166,0.369503497357193,0.393411171224915,0.379684447496487,0.376556277755098,0.382454086196471,0.382454086196471,19366136428.7618,0.381511482575185,0.389216764499383,0.00458373558671011,0.25245086236582,4.92552001200363e-11,3.56101122397567e-07,0.160263596051636,0.160263596051636,9.8151885719836e-92,0.0563350858341586
256,2,0,0,0,1e-04,0,0,1,0,-0.045842848063967,-0.0261670056397225,-0.0295223063945705,-0.0488824372970437,-0.0295223063945705,-0.0295223063945705,45616644976.6073,-0.0442318886594889,0.584029158036386,0.603126837096672,0.595370004871902,0.599727657993285,0.595370004871902,0.595370004871902,43649278768.737,0.584792557905786,0.62056763986299,0.000222509057985639,0.000160446582666459,0.000525733224446046,0.184444746620719,0.000525733224446046,0.000525733224446046,1.0320220109676e-97,0.000190457025959955
