16,1,0.9962,0.978,0.556005503897823,0.0580319288940265,1.07277761357921,0.576022523634606,0.53149101029389,1.74024336927268e-43,9.03414661166833e-12
32,1,0.9613,0.6523,0.0811351614532831,0.0512862163512189,0.576361000392744,0.561234803720315,0.577438561002729,0.936676583115233,0.00290952011774656
64,1,0.3874,0.2238,-0.203467843271204,-0.17963118864624,0.506747408920779,0.45700307272109,0.564567414360764,0.00812547216165003,1.02035802843783e-15
128,1,0.015,0.0037,0.00529175587137809,-0.00125249241244207,0.50951963420517,0.517600852715303,0.581215896554589,2.78436337447039e-12,2.30178973761715e-15
256,1,0,0,-0.155764075503593,-0.12169039896204,0.60980628490154,0.623149439647107,0.709616847790121,1.76224854722932e-07,3.49896451692642e-12
16,2,0.9979,0.7043,0.324611623904489,0.0869830382042569,0.674834859960009,0.572614192862246,0.572630646255512,1.72466167419785e-07,0.996598150153971
32,2,0.9594,0.6512,0.0769651624584671,-0.00151223398041256,0.553512021442787,0.556215256502045,0.577680717058819,0.0223858740958179,0.000464777614385597
64,2,0.9561,0.9727,-0.032688848821022,-0.0096936984178716,0.457445994573003,0.456433923735247,0.453761189805608,0.752008981396486,0.600065786186648
128,2,0,0.0209,-0.0177368677117877,-0.00859870995311351,0.369587063278838,0.381511537246597,0.389216764499383,0.00481631830736235,0.056337550341646
256,2,0,0,-0.0202068981141048,-0.0224919316456562,0.584029399253402,0.58479256132138,0.62056763986299,0.000221649435222056,0.000190460564434362
16,3,0.8176,0.8206,-0.0965556303550038,-0.195409602693984,0.587833465270966,0.452978866750179,0.563518513922928,0.316137664399456,1.76553133887718e-16
32,3,0.9997,0.9897,0.0109994213618743,0.0134006341493043,0.538311122020715,0.449557800134867,0.442151737020607,7.15127771116936e-08,0.16492191751887
64,3,0.0396,0.631,-0.0211423059128993,-0.0124898230200983,0.427551648078878,0.399776659018395,0.416603164979083,0.201376070157004,8.19360255500268e-05
128,3,0.0015,0.0866,-0.0218052364898599,-0.0312097521591389,0.499372782056904,0.529982433277395,0.54923181028714,1.57080263761467e-06,0.00120613939647483
256,3,0,0,-0.104665587258449,-0.0983809112513017,0.522070931878963,0.538214701688557,0.603085029579111,2.98854829235294e-08,5.22708737000796e-09
16,4,0.9989,0.9971,0.184890724102869,-0.0166194320993867,0.570795458796299,0.576587326035183,0.578323604355595,0.439493289120515,0.799922885143808
32,4,0.9995,0.5628,0.0314474879582128,0.000431991109293539,0.402073754192665,0.388414484505614,0.396039910757393,0.613246288447866,0.0203717545042796
64,4,0.566,0.5211,0.0121704680175025,0.012838707604408,0.520337429505123,0.53730949590486,0.547729539993812,0.000306561556152467,0.00944646365059706
128,4,0.2815,0.0311,0.0232613571601458,0.0168598071127452,0.366026291160831,0.374341002924228,0.382913264197943,0.000129938047095526,8.03677786778749e-08
256,4,0,0,-0.047081810981452,-0.0305827388454311,0.434658286461302,0.45017825513288,0.509189863497459,2.88929075238563e-11,5.12628011188866e-16
16,5,0.996,0.9323,0.317361108623586,-0.136037774101094,0.705556913600827,0.612227578926056,0.697508936736437,0.768717059652573,1.22387610469285e-12
32,5,0.9862,0.999,0.0223617242111946,-0.0296441347092,0.611961507455475,0.580064668477631,0.608233768311868,0.804438360878524,0.000702164295628905
64,5,0.3659,0.3436,-0.0186468476945111,-0.0458245549169899,0.581424193741922,0.562143483531479,0.631615610285943,9.03277699692212e-06,6.88687613108945e-14
128,5,0.0047,0,-0.039528721205504,-0.0223105050914563,0.442410346657866,0.444721235217522,0.500211855924669,2.16388208594387e-05,2.28424654549736e-13
256,5,0,0,-0.00208832642059781,-0.00185028947069193,0.490022228643563,0.509266086084958,0.522332899753916,1.80880790288563e-06,0.00196615009996773
16,6,0.9711,0.8115,0.072705987455047,0.0427844935877274,0.639693540816291,0.433325239971465,0.441656707030067,1.45892506440324e-17,0.00658691811627179
32,6,0.9477,0.9256,0.0842333576065756,-0.0200230335531681,0.557447398845634,0.549213547890629,0.546406019343711,0.390809467753596,0.770407246479942
64,6,0.3645,0.2321,0.0164174985404829,0.00770077409191944,0.3944141882869,0.371498299410934,0.382736499903246,0.131330445649149,0.00101132407017264
128,6,0.0786,0,-0.037864557848547,-0.00756473002289026,0.649057463570153,0.682070107913256,0.705644694647613,0.000346165203674102,0.000115029533902223
256,6,0,0,-0.0177876309684231,-0.0196234463536209,0.452050801009307,0.473872261268012,0.494062294766017,4.47474084748202e-06,9.54809077388149e-05
16,7,0.9886,0.9297,0.545445892423769,0.0658216763008823,0.54824768766156,0.513472797618427,0.518673102104591,9.86353654310344e-05,0.228568277357983
32,7,0.1225,0.178,0.0959730234237358,-0.0964218710718119,0.590786251967329,0.562381910405895,0.59070632668036,0.996331404326066,0.0483624325271735
64,7,0.9156,0.1536,-0.00622365337964803,-0.0150016462969117,0.479487048946204,0.49023086541275,0.53204975954281,8.01080486545687e-06,1.06984275047906e-07
128,7,0,0,-0.0527777219267357,-0.0361306901444574,0.501885440077867,0.485523724502691,0.517499905510658,0.202071723508489,1.70516594595439e-07
256,7,0,0,0.0058861291157688,-0.00120948981991309,0.714477933866145,0.699905385234192,0.710832559505803,0.72044755524026,0.138962428962619
16,8,0.9971,0.4628,0.378453856034856,0.0608067055002594,0.415459173390029,0.405502151116347,0.399253550770626,0.177412011425814,0.183638629138859
32,8,0.9301,0.9525,0.0459878705661995,0.00192777080900328,0.389099223765912,0.389792419839027,0.392292330125007,0.637509712644814,0.701793421361973
64,8,0.4816,8e-04,-0.0559201098784367,0.0273769899317039,0.709162356801908,0.686191395257775,0.699380573892896,0.665837312182671,0.0484788044927674
128,8,0.001,0,-0.023391669345341,-0.00892874077063899,0.47464866816407,0.496835451724821,0.517785002684647,0.000176684910542625,0.000895605350125355
256,8,0.3548,9e-04,0.00131256850000278,-0.00495356979978917,0.386458589011405,0.394825400093764,0.410425574093961,3.24582521905072e-07,1.94923686801744e-05
16,9,0.9985,0.9984,0.0941962290615064,0.00416695591024113,0.525731413150991,0.413908943032985,0.413677980206932,1.11802666944905e-10,0.972807660760802
