"target","fips","samplesize","p1","p2","p3","p4","p5","p6","p7","p8","cverror1","cverror2","cverror3","cverror4","cverror5","cverror6","cverror7","cverror8","MSEout1","MSEout2","MSEout3","MSEout4","MSEout5","MSEout6","MSEout7","MSEout8","MSEoutSA","MSEttest1","MSEttest2","MSEttest3","MSEttest4","MSEttest5","MSEttest6","MSEttest7","MSEttest8"
2,127,256,0,0,"0","0","0",0,1,0,-25246.6076632047,-15761.6837628007,-15761.6837628007,-14246.7481638098,-15761.6837628007,-15761.6837628007,6.22861321106733e+20,-25252.8829889802,5324.24937763348,16079.8030302713,16079.8030302713,19379.5298303159,16079.8030302713,16079.8030302713,7.50726569932263e+20,5324.84355683091,30642.7651285775,4.07035313210167e-75,7.43611861294096e-80,7.43611861294096e-80,1.7046625887493e-59,7.43611861294096e-80,7.43611861294096e-80,1.64439003592027e-95,3.84266044484258e-75
2,128,32,1e-04,0,"0","0","0",0,1,0,-58978.4573878364,-6808.77775732901,-17114.7313004374,-398.391819165307,-16822.0162546352,-16822.0162546352,3.94723043878103e+20,-59209.7125816101,43497.1082557164,95824.2685033595,102706.451774711,84303.5265628981,79950.8916144814,79950.8916144814,58711106164990435328,43295.1671698528,117249.68412631,2.23338149110641e-40,1.17742472735214e-19,3.01789666780929e-06,4.41617162508657e-41,1.96573718082415e-36,1.96573718082415e-36,3.93372455037899e-87,1.00783644425147e-40
2,128,64,0,0,"0","0","0",0,1,0,-36730.4416370009,-24587.7750415654,-24495.3655240932,-20132.8028744231,-32558.1978560312,-32558.1978560312,5.07330941820318e+22,-37007.7619238381,44019.846445928,84481.024392828,75883.2467283407,97816.2320012771,75883.2467283407,75883.2467283407,2.46893680945179e+22,44033.61964334,122862.769192344,1.74416355822328e-50,3.20594793012035e-37,2.04272295695952e-45,2.9331763285175e-35,2.04272295695952e-45,2.04272295695952e-45,2.39855572060157e-96,1.43361582635189e-50
2,128,128,0,0,"0","0","0",0,1,0,-136627.669053181,-56014.9263389888,-69933.5994668579,-38700.9758258584,-69933.5994668579,-69933.5994668579,23388560748695797760,-136577.013281995,39320.6878844196,77315.3246038071,69623.2259911192,80821.0362996547,69623.2259911192,69623.2259911192,26557417905846071296,39273.9902957414,112373.591635951,1.04179916871002e-46,2.7798850159587e-41,1.68529788339943e-45,7.69470259853858e-41,1.68529788339943e-45,1.68529788339943e-45,2.27067780315956e-92,8.96570163597058e-47
2,128,256,0,0,"0","0","0",0,1,0,-93392.8444533132,-56316.5198140369,-66208.8470646537,-52233.7829029925,-66208.8470646537,-66208.8470646537,5.12215468076706e+21,-93396.8848961325,40971.8650710874,82415.7061094916,74348.0825215494,88106.0007494836,74348.0825215494,74348.0825215494,2.02639741345913e+21,40972.3821117515,123277.870069404,2.92977440688781e-58,2.31705927077627e-50,3.57200934870732e-54,8.82724324845925e-49,3.57200934870732e-54,3.57200934870732e-54,2.42056972439116e-96,2.83913881048229e-58
2,129,16,0.9706,0.9827,"0.9019","0.9992","0.9736",0.9736,0.9827,0.9841,27637.7920061881,19573.4038719808,10681.2242193903,25145.7448366662,5124.97998706001,19196.1446738147,44799288331935832,28346.6494749207,102707.873726108,96397.6040415683,83793.3052984637,100288.123062296,92507.6129500035,92507.6129500035,959367414375294,102011.281154225,84592.4223240317,2.39270560182687e-07,5.59479625641256e-15,0.252587899190413,1.07779367569096e-09,1.535040541474e-10,1.535040541474e-10,1.90522469812747e-86,3.95154208622787e-07
2,129,32,0.002,2e-04,"0.003","0","0",0,1,0.0808,2226.22016900626,2935.513135384,3670.53622745274,-2529.94467615548,-2498.71223694622,-2361.43168520316,8147529396013462528,1836.65724902863,67645.6900839684,85824.8283376937,89313.8777694955,78654.2306954957,78654.2306954957,78654.2306954957,10043766191364745216,67569.7975424443,82954.329388827,1.138899485769e-09,0.00293747090661868,4.91863101420711e-11,5.50951891677965e-10,5.50951891677965e-10,5.50951891677965e-10,1.70489888536698e-97,8.0052218204397e-10
2,129,64,0,0,"0","0","0",0,1,0,11196.4375071573,2702.65842790651,3917.56061544681,4278.39236891748,3841.29132948811,3841.29132948811,1.39065091054571e+20,11127.2086674783,52414.801674061,75623.6402609444,75623.6402609444,70818.6433911027,70818.6433911027,70818.6433911027,2.08967002683948e+20,52341.5453246047,75790.0482687164,3.37711862330759e-16,0.886489229308497,0.886489229308497,4.45726901070881e-07,4.45726901070881e-07,4.45726901070881e-07,1.24401931974677e-86,2.09098648430731e-16
2,129,128,0,1,"0","0","0",0,1,0,-17611.0939775048,861.335163791271,0,-1704.01334904901,-2586.39427151936,-1574.16422256514,2.91581825911271e+20,-17653.2689783712,55917.5600031022,82455.7104647177,81686.0096998497,76158.5759180291,74275.0779181088,74275.0779181088,3.23458098624702e+20,55904.4539662775,82095.7556220137,5.97367734510543e-22,0.755666321730134,0.579094825529147,8.91461377645724e-09,4.00789855757149e-10,4.00789855757149e-10,4.49597765200088e-91,4.91774719694149e-22
2,129,256,0,0,"0","0","0",0,1,0,-28884.1998544428,-1919.76183691902,-7003.31572286438,-7795.18772125321,-10747.414779223,-10747.414779223,8.31867326137449e+20,-28881.080794745,55369.7531459694,80760.5913675934,80080.3048242825,75120.3944465839,73357.4319561781,73357.4319561781,3.6041980298991e+20,55373.225589704,80645.3662036643,3.07938498253664e-19,0.922587132043772,0.392033969465664,3.56692871633603e-08,1.71516372230445e-09,1.71516372230445e-09,2.05687300773468e-91,2.97997866566088e-19
2,130,64,0,0,"0","0","0",0,1,0,-10915.5720656436,-8078.82647966255,-9174.397825136,-7053.87737263429,-10003.6250621529,-10003.6250621529,1.19667047350099e+20,-11055.7201686143,6184.33356984547,7500.98876155773,6351.91352739985,8289.26088889185,6236.47094102348,6236.47094102348,1.65441662953566e+20,6140.66235651282,10968.6229265686,1.36651830281479e-18,5.8150978828667e-28,1.22892619047149e-34,2.96440097505287e-29,1.39663032172619e-19,1.39663032172619e-19,3.14332794299477e-98,3.8438867373987e-19
2,130,256,0,0,"0","0","0",0,1,0,-6401.69414011576,-5006.20833328992,-5861.40754573492,-3866.15590585909,-5861.40754573492,-5861.40754573492,16320971419740055552,-6425.93897315623,5590.45092721995,6979.38454308924,6167.72045989084,8211.53289811801,6167.72045989084,6167.72045989084,11291971549830819840,5586.47389633315,10924.018634577,9.82556758981249e-37,1.01316409810491e-37,7.14108733595446e-42,5.88702993922445e-30,7.14108733595446e-42,7.14108733595446e-42,1.01858584276715e-83,7.57994148219687e-37
2,131,32,0,0,"0","0","0",0,1,0,-9977.59715457152,-9199.90712416074,-9199.90712416074,-9199.90712416074,-9199.90712416074,-9199.90712416074,35927410775880224768,-9953.16258237026,1173.24529182029,3042.26679538791,3042.26679538791,3042.26679538791,3042.26679538791,3042.26679538791,367451202575588480,1178.08308852663,12588.5941924304,4.45443909960787e-76,3.97535645581216e-76,3.97535645581216e-76,3.97535645581216e-76,3.97535645581216e-76,3.97535645581216e-76,5.0383232745755e-103,3.14596598367737e-76
2,131,128,0,0,"0","0","0",0,1,0,-11280.8173012087,-9114.5792486306,-9266.03927490715,-9114.5792486306,-9266.03927490715,-9266.03927490715,24764811764660203520,-11278.8625627016,1185.45618709573,3210.51543736719,2912.62761897338,3210.51543736719,2912.62761897338,2912.62761897338,59044740625573527552,1183.8947629261,13080.1157126028,2.27108942795487e-81,7.13036510285661e-83,1.3862195734154e-81,7.13036510285661e-83,1.3862195734154e-81,1.3862195734154e-81,3.50345062636775e-93,1.97460472205455e-81
2,131,256,0,0,"0","0","0",0,1,0,-14269.5735009322,-11787.0506288052,-12335.2468485691,-11787.0506288052,-12335.2468485691,-12335.2468485691,12196634909891946496,-14272.5123426737,1176.66551683982,2969.52929664762,2739.15202355645,2969.52929664762,2739.15202355645,2739.15202355645,7381743187048053760,1177.62066490353,12219.2235971223,1.63773376647955e-77,2.40047469246827e-76,4.84897340855412e-74,2.40047469246827e-76,4.84897340855412e-74,4.84897340855412e-74,1.36359149135384e-87,1.652236640343e-77
2,132,16,0.9996,0.9887,"0.9058","0.9058","0.9058",0.9058,0.9898,0.9888,316.980036903259,-94.252256744579,-173.151874437344,-126.52877485994,-173.151874437344,-173.151874437344,2125936748932833280,-18.3355289476293,602.286247348265,693.650520985679,611.782559381432,611.782559381432,611.782559381432,611.782559381432,7493292083570027520,599.656638644878,884.544958889356,2.16592487803579e-17,2.03595136399137e-21,3.33463022242959e-37,3.33463022242959e-37,3.33463022242959e-37,3.33463022242959e-37,3.90381272932712e-94,1.02671190729987e-20
2,132,32,0.0095,0,"0.0607","0","3e-04",3e-04,1,0.008,-337.412693285503,-310.555787932433,-253.964249763879,-234.924295362746,-263.072403377348,-263.072403377348,332521882079889,-329.274617646583,411.268068498201,515.551782214863,502.805389836064,657.460708343672,488.36852987099,488.36852987099,38432467561319136,443.340392526353,859.547762601298,1.53349621550008e-37,7.82788145722003e-51,4.07088839874525e-43,3.47761586586139e-31,1.66695881953312e-50,1.66695881953312e-50,1.22147074268178e-98,2.29287975857008e-40
2,132,64,0,0,"0","0","0",0,1,0,-203.675003964864,-156.331001413836,-156.331001413836,-143.73929167675,-165.73320303644,-165.73320303644,891935708128184448,-192.683469850127,410.214437504957,535.054827278445,535.054827278445,615.183807202199,520.771917379907,520.771917379907,1336459046514008832,443.649775906169,896.69113324698,3.76852487695068e-43,5.43371188115331e-49,5.43371188115331e-49,9.3996119592313e-38,4.25614037767185e-41,4.25614037767185e-41,5.90354328099044e-96,6.09609905824068e-43
2,133,16,0.5354,0.0806,"0.0806","0.0806","0.0806",0.3509,0.9898,0.9392,236.202835003598,57.3396521744453,61.8248378192405,57.3396521744453,91.5158048001073,91.5158048001073,37428699.2275066,160.096311939548,1182.86068558289,482.192077058278,482.192077058278,482.192077058278,482.192077058278,487.23036687019,212386272884092800,497.768500758276,650.451011279147,2.29198343793231e-23,4.16776430044091e-25,4.16776430044091e-25,4.16776430044091e-25,4.16776430044091e-25,1.21059833634492e-16,3.77130424088169e-94,1.80072720379201e-14
2,133,32,5e-04,0,"0","0","0",0,1,0,-153.819369132567,-229.121318514758,-148.904796931604,-148.904796931604,-70.6357136832859,-150.459916648384,2207045032256836608,-102.650909131079,543.270267071766,515.262949509699,481.170099118789,481.170099118789,481.170099118789,473.110398226144,1628776359847081216,471.88897104887,626.871868672415,5.71067816267635e-05,3.53952914958507e-11,1.80236929127689e-33,1.80236929127689e-33,1.80236929127689e-33,6.45919500597594e-34,6.99228688344247e-97,1.53214093458304e-26
2,133,64,0,0,"0","0","0",0,1,0,-50.4304482850015,-55.6848432928195,-64.7967917836066,-64.7967917836066,-60.7569293388985,-60.7569293388985,631208426607407616,-62.5101971440955,419.740532731497,495.669147830909,439.751012105124,439.751012105124,439.751012105124,439.751012105124,775608853175592576,433.004151245661,588.652766359378,8.50104152727259e-23,5.77383492664739e-08,3.01028660980858e-33,3.01028660980858e-33,3.01028660980858e-33,3.01028660980858e-33,4.32237015971646e-85,2.75804692293233e-23
2,133,128,0,0,"0","0","0",0,1,0,-167.149551030527,-37.6901546726712,-108.132968132546,-106.893829692852,-165.686290938335,-169.112217740953,117184947953926880,-163.765914412097,467.24320860375,497.598143391272,479.418678269952,479.418678269952,515.203033373466,515.203033373466,85314640121052624,469.726909306548,644.446556753252,2.61617047873811e-15,5.80798382086459e-16,1.64355998335261e-35,1.64355998335261e-35,9.07533548259755e-12,9.07533548259755e-12,9.35972014714301e-95,6.0772875045203e-16
2,133,256,0,0,"0","0","0",0,1,0,-205.208327961192,-156.398840595122,-178.824478555942,-178.824478555942,-194.126417481823,-195.593459594296,660112085836742656,-207.923381242595,419.654399617253,527.193889339395,500.326374061755,500.326374061755,500.326374061755,488.609658678942,818198881272387456,419.035751968861,656.441471796511,2.01945307672167e-24,1.84479274848321e-14,2.26698556634236e-35,2.26698556634236e-35,2.26698556634236e-35,5.14663805083871e-35,1.9609838709701e-91,1.98321829229606e-25
2,134,32,0,0,"0","0","0",0,1,0,-99499.2955710542,-59096.7840940136,-82051.7158999952,-46507.2727563202,-82051.7158999952,-82051.7158999952,1.37389958732542e+21,-99637.0454713697,39348.0637990498,81133.8284297297,82162.5368368338,87919.6188601585,82162.5368368338,82162.5368368338,7.56963695383221e+20,39358.0685668569,113125.046596426,2.09553230031276e-42,1.4124774334178e-23,3.22749265646362e-19,1.31668197270001e-20,3.22749265646362e-19,3.22749265646362e-19,7.62783412188467e-84,1.90251142870301e-42
2,134,64,0,0,"0","0","0",0,1,0,-72725.0668888516,-51032.0760474862,-35334.1213150944,-35158.1389120473,-40255.3785227718,-22947.4962437402,1.17202913425005e+20,-72497.5495174708,39025.2947405839,100194.014183135,93837.3684742081,91737.9274616173,84623.9092928237,84623.9092928237,1.74576745879046e+20,39107.2660045757,125740.414644593,2.43622495924742e-52,4.56681878449498e-14,3.32291093125398e-28,2.3539253024065e-38,3.17737981460493e-42,3.17737981460493e-42,2.36786730960307e-94,2.88098419370071e-52
2,134,128,0,0,"0","0","0",0,1,0,-70727.5789052757,-18652.5801034383,-16119.1440726726,-29569.3044771458,-16119.1440726726,-16119.1440726726,1.30574472087474e+21,-70840.6116643799,39050.7119566667,87443.9738622159,89093.2122869641,87643.5758371201,89093.2122869641,89093.2122869641,1.21571466509691e+21,39040.2937841877,121717.645552268,6.57681994354293e-46,3.65406906613944e-25,2.21159438490509e-19,1.52066384651757e-35,2.21159438490509e-19,2.21159438490509e-19,2.41978091541959e-87,6.25970851636152e-46
2,134,256,0,0,"0","0","0",0,1,0,-67500.302854465,-32640.573620566,-32640.573620566,-30125.6573124744,-28685.5878324847,-28685.5878324847,6.21818089144051e+20,-67512.1453239326,37664.3731971233,89203.5060320293,89203.5060320293,87482.2655701723,86984.8995780264,86984.8995780264,1.22917090733898e+21,37665.874629163,129669.242258811,6.65778745599629e-61,1.1175151759296e-31,1.1175151759296e-31,3.87008841242106e-46,2.34701409783392e-46,2.34701409783392e-46,8.59324947135963e-92,6.56652445188272e-61
2,135,32,0,0,"1e-04","0","0",0,1,1e-04,98.4576497473718,-222.632406205021,-712.611047503839,-222.632406205021,-943.369099576096,-943.369099576096,84921683460890263552,-542.516630905268,1333.98625797923,1632.79519631444,1527.63840028388,1819.14295519781,1574.14732778766,1574.14732778766,41597019656791580672,1383.04518165148,1857.2847960824,5.49036484395536e-12,8.97443351814651e-14,1.46468700431425e-22,0.138056718009065,1.6907501382812e-12,1.6907501382812e-12,3.81047300117506e-90,1.52716829702156e-11
2,135,64,0,0,"0","0","0",0,1,0,-1556.32998018949,-496.397066021492,-577.12347698769,-210.473653888344,-565.300465289397,-565.300465289397,5.60700945711217e+20,-1461.33223311407,1170.72064571133,1728.00973463008,1587.2165228207,1751.28441224151,1625.12197349543,1625.12197349543,6.79392850627763e+20,1171.64192526075,1954.03848663717,1.96978000079028e-18,3.14654402994832e-14,1.3643442654801e-26,4.62817694049873e-08,1.88559427808244e-15,1.88559427808244e-15,3.5365169041247e-91,4.81822862836987e-20
2,135,128,0,0,"0","0","0",0,1,0,-728.914560586537,-196.38273900793,-293.459063559017,-316.706651627601,-152.953939845265,-152.953939845265,106803643305520752,-715.176171532514,1166.06570697777,1703.46421545957,1612.49621126816,1708.46732254063,1705.93099049717,1705.93099049717,119580132904568672,1176.10071977141,1888.61178960253,1.20055747003587e-32,2.83123325518612e-10,2.19345261655961e-18,4.13469369252367e-08,3.58764387132345e-06,3.58764387132345e-06,4.80547899940586e-85,1.29368321547339e-34
2,135,256,0,0,"0","0","0",0,1,0,-799.019190861577,-360.97442079839,-432.732026257104,-13.2283013746971,-432.732026257104,-432.732026257104,21763446642231767040,-791.646884825888,1148.02989594676,1654.61540658435,1552.86093642686,1701.86596498071,1552.86093642686,1552.86093642686,65132497822675353600,1148.48716045177,1862.75867461718,3.02604502441449e-26,1.21488029608709e-12,2.10544388490187e-21,2.19373154165868e-07,2.10544388490187e-21,2.10544388490187e-21,5.54615177024325e-88,6.88731105274093e-27
2,136,16,0.4527,0.4361,"0.1993","0.1993","0.3972",0.3972,0.9898,0.4916,22102.588532031,-3448.85587786975,-4279.14558014309,-6731.98675218929,-3678.77731448596,-3678.77731448596,1.07311984273466e+21,17238.8247060483,11373.8080261555,10778.6356383689,9436.42401783131,9436.42401783131,8875.72108656616,8875.72108656616,1.82279044520866e+21,11218.0722865082,12920.3986801702,0.00624088659776525,4.33091006227103e-53,1.38663056333631e-42,1.38663056333631e-42,1.29965059826734e-38,1.29965059826734e-38,2.66702473547209e-108,0.00242056045370292
2,136,32,0,0,"0","0","0",0,1,0,-8955.21018880225,-3915.26940053772,-7176.81966112686,-8220.78666535156,-9612.72087089235,-9612.72087089235,3415282254111408,-9463.62888465626,6957.14806982276,7963.5744652321,7963.5744652321,8517.41038585185,7705.75293143838,7705.75293143838,33608607514564496,6764.23412660904,11890.2236414654,4.52960795590495e-20,1.75666913453428e-36,1.75666913453428e-36,1.14184901859935e-41,1.98317143601439e-28,1.98317143601439e-28,1.33001577898515e-96,1.52704987215711e-22
2,136,64,0,0,"0","0","0",0,1,0,-331.22338431844,-291.55578719822,-274.193093590728,-515.251986518262,-478.138971856693,-478.138971856693,6236905360528620544,-280.708404707874,7113.85411998155,10025.2773132325,9444.6200317686,8727.47099357728,9191.01533803321,9191.01533803321,24670102542779432960,7057.78933548289,11968.5894808798,3.00244254320476e-24,4.49576387872837e-46,1.70108778884159e-47,1.67919056186755e-38,1.32384315662197e-39,1.32384315662197e-39,5.82033961413387e-83,3.12057113328539e-25
2,136,128,0,0,"0","0","0",0,1,0,-3691.51296271497,-3235.1339281486,-3235.1339281486,-3044.59336493702,-3167.65024857999,-3167.65024857999,20940375159538814976,-3686.90488002318,6088.36450666026,7884.63813435319,7884.63813435319,8374.27929771406,7617.2425846925,7617.2425846925,5751314815152419840,6083.16208038496,11822.0980503682,3.84270207868289e-33,1.93362800923481e-35,1.93362800923481e-35,1.09514380627281e-40,1.50017541208604e-27,1.50017541208604e-27,4.18463019081633e-96,2.1229563754079e-33
2,137,16,0.9514,0.9925,"0.4554","0.9741","0.4554",0.4554,0.9918,0.8579,433.334972054948,9.14644630795516,53.6473456324137,109.12854082036,204.552108776016,203.042370498361,29832667243.9548,190.046526405217,364.893455854183,398.207541011548,332.865142672704,367.196886810962,332.865142672704,332.865142672704,132665512372.431,366.658952199284,395.210103427148,0.00317338508771315,0.624456080785009,3.72815052845538e-17,9.56388400559989e-20,3.72815052845538e-17,3.72815052845538e-17,4.51385458068254e-122,5.8820975750598e-09
2,137,32,0.0861,9e-04,"4e-04","9e-04","4e-04",4e-04,1,0.0722,-50.0161630948097,-133.944595025863,-132.823320389863,-133.944595025863,-145.538901955843,-145.538901955843,217788543915638560,-96.2276261181859,345.448701017187,293.589847745027,291.176313334118,293.589847745027,291.176313334118,291.176313334118,178975954533559072,314.944986341598,422.917638449405,0.00026308471892435,1.67958965532194e-33,1.71739984928769e-25,1.67958965532194e-33,1.71739984928769e-25,1.71739984928769e-25,3.34602943756502e-91,4.77614577206796e-08
2,137,64,0,0,"0","0","0",0,1,0,-117.993988777535,-142.670982004728,-195.252961355872,-142.670982004728,-195.252961355872,-195.252961355872,261883656753727648,-187.602139791062,277.640040667887,279.479358985574,282.819157095834,279.479358985574,282.819157095834,282.819157095834,149539234996849504,289.343103392429,392.584822739605,1.50652428777112e-13,6.03651341138451e-29,2.7305792430049e-19,6.03651341138451e-29,2.7305792430049e-19,2.7305792430049e-19,2.56152829817128e-96,1.44861209445552e-12
2,137,128,0,0,"0","0","0",0,1,0,-106.084345909041,-111.58837605348,-115.734085671498,-111.58837605348,-115.734085671498,-115.734085671498,218028113402086176,-114.224971997938,279.423397427467,294.165909718343,287.645651636222,294.165909718343,287.645651636222,287.645651636222,146465626429035232,280.489714424514,389.365048614622,1.60929274026545e-19,4.92766642272006e-22,1.86455709193724e-18,4.92766642272006e-22,1.86455709193724e-18,1.86455709193724e-18,1.86910396183613e-91,1.99654531335565e-20
2,137,256,0,0,"0","0","0",0,1,0,-127.398027774774,-115.790832438115,-115.611385769931,-115.790832438115,-115.611385769931,-115.611385769931,612299449331502848,-129.12343250672,257.564181435244,289.738247618734,285.896318539801,289.738247618734,285.896318539801,285.896318539801,490724914232128768,257.538433595011,403.553602464127,9.89020826577327e-32,6.59944332012324e-32,4.70740695197761e-24,6.59944332012324e-32,4.70740695197761e-24,4.70740695197761e-24,1.91779869348143e-90,1.48800583720665e-32
2,138,16,0.7464,0.6718,"0.7817","0.3398","0.7314",0.7314,0.9898,0.9456,980.927554474403,186.133948254123,278.5442649778,230.052717657347,188.520417751984,188.520417751984,11353260179786328,479.091155280944,674.930753477067,844.401003352898,777.306160180218,883.377835665713,806.966814472689,806.966814472689,11621008662.5423,794.691248923287,896.146353311304,6.61656364751151e-19,3.74095846893858e-05,4.98343448883833e-28,0.0712055756138501,3.65511576646616e-09,3.65511576646616e-09,1.4087613939149e-129,7.63293058184725e-14
2,138,32,0.0052,6e-04,"4e-04","0.1119","4e-04",4e-04,1,0.0149,54.6254149001494,-77.0354688218783,-129.010118009403,86.1312791127841,-129.010118009403,85.8780114860625,23074266849862296,-1.66470621237931,644.14971523682,921.627909678273,858.797409675171,1022.4008460289,858.797409675171,858.797409675171,4403855561013282,646.942412694346,1006.77873367231,9.60257161828545e-21,4.70219469347464e-11,1.86553222835814e-36,0.170306812447672,1.86553222835814e-36,1.86553222835814e-36,8.92166219000983e-89,1.30806140509356e-23
2,138,64,0,0,"0","0","0",0,1,0,234.610321719314,196.239823002373,-47.4250015221342,108.778648721856,-40.8807243872164,-40.8807243872164,3121748773072444,211.595324656632,640.724996096508,813.56704978636,766.092265189445,874.073194202342,788.297211794823,788.297211794823,259617535448131200,631.016746382308,888.547322883903,9.21125434101224e-12,5.3354887633453e-10,2.39822489651154e-33,0.0537288875212271,9.76427426777196e-13,9.76427426777196e-13,1.35356807384324e-87,1.51667935133602e-13
2,138,128,0,0,"0","0","0",0,1,0,-204.728034713487,120.073803577993,-19.5344242456729,14.5504021320269,-23.5789886076977,-23.5789886076977,2646651443037371904,-206.787759341946,627.117779185126,847.65089325792,796.767813042069,939.7846613709,798.858074339864,798.858074339864,170024682082593,628.330184231946,931.137253757561,6.13595216452925e-22,3.57596640360543e-11,1.4178368750296e-34,0.416923545250999,4.10913993929365e-35,4.10913993929365e-35,3.71698577188962e-91,4.22692521819668e-23
2,138,256,0,0,"0","0","0",0,1,0,-417.410956839092,-117.745792605133,-178.643669445014,-95.8942382215726,-174.065142300548,-174.065142300548,1616925356588608512,-413.957734278475,591.885712850776,829.000989241548,773.385462786148,889.823496239722,778.410114330809,778.410114330809,725374080386540288,592.768076026544,900.541663909478,2.05706659110759e-23,9.95778232621231e-09,3.08361231009997e-31,0.378931855772005,7.03997546212064e-35,7.03997546212064e-35,1.61206894367762e-91,5.52938075803909e-24
2,139,16,0.9956,0.7013,"0.7572","0.6998","0.948",0.948,0.9898,0.9943,813.207031274507,-11.5955878927461,-6.11067824286319,-19.5427973347229,10.7084110806539,10.7084110806539,23018455.9170197,33.3599315148128,211.594877338673,217.877895002829,223.489732248943,216.718452760231,239.455416652571,239.455416652571,68657799.6254463,229.663924312128,229.815879993615,0.0496765659382821,1.03473872933582e-08,0.0556435292381524,2.4243180122448e-14,0.034283802848704,0.034283802848704,9.33222048579072e-109,0.968945759575011
2,139,32,0.0494,0,"0.3322","0","0.3322",0.3322,1,0.331,15.9528473361955,-16.6431812623914,-16.5052014779483,-9.72409118420688,-16.5052014779483,-4.26029238158361,730129748098587,-4.81733899190698,199.553656104872,200.712106476758,193.202715024798,200.712106476758,193.202715024798,193.202715024798,92210246475636080,195.705993480416,227.75627745189,7.8818210266766e-06,1.98018888196919e-21,2.09135826325957e-19,1.98018888196919e-21,2.09135826325957e-19,2.09135826325957e-19,1.35972802211405e-82,8.1385517576456e-22
2,139,64,0,0,"0","0","0",0,1,0,-19.6159584227446,-16.7253562170703,-14.0510251616717,-23.2344157494248,1.21799114499404,1.21799114499404,9806880047785786,-40.1126332990944,187.806886884076,197.961572848789,191.952514762404,213.565624696535,208.065572650926,208.065572650926,9644325902617608,184.767175581899,225.322980033176,8.32589774807358e-06,9.98620409862735e-24,2.41894324746849e-21,6.24289892227764e-12,0.00856679754733545,0.00856679754733545,2.08993711098746e-85,1.43552541243493e-10
2,139,128,0,0,"0","0","0",0,1,0,-30.0562027340877,-20.758406149282,-3.89021000136759,-12.4688597337213,-21.6356797950931,-21.8809408741142,379195101521070080,-14.6324622186476,178.052020856669,199.393660276254,199.393660276254,208.557718696612,199.393660276254,194.551663399064,768303552706750464,181.98793164354,224.714335434864,1.12469507035791e-20,7.18289402886617e-23,7.18289402886617e-23,2.01078818125857e-19,7.18289402886617e-23,2.17083557960881e-18,1.01915406774509e-94,4.26218112602081e-22
2,140,32,0,0,"0.1417","0.0016","0",0,1,0,339.359081508215,-25.7072885318837,-63.7992142715988,-82.7756143771774,101.043587688317,101.043587688317,272155503276964096,259.950244650791,2050.30097449179,2010.88393408053,2029.06593973391,2116.2027505053,2163.27364817571,2163.27364817571,85614242275116285952,2066.46291753299,2112.11683123223,0.198410669932033,0.00283715364882908,0.0212805872433244,0.83505404150641,0.306873426795568,0.306873426795568,4.26031108929452e-82,0.273396761388108
2,140,64,0,0,"0","0","0",0,1,0,761.619089308394,252.637143372803,252.637143372803,252.637143372803,303.960203056805,303.960203056805,750270966805038336,552.950294108792,2038.41156747233,2079.29886656532,2079.29886656532,2079.29886656532,2106.96574932039,2106.96574932039,24257188409968916,2000.10547938313,2197.5396988542,0.00108821851081231,0.000558214329990779,0.000558214329990779,0.000558214329990779,0.00261893847273097,0.00261893847273097,1.0367761526509e-93,3.44045480036282e-06
2,140,128,0,0,"0","0","0",0,1,0,10.1277135473247,-176.186593889324,-280.745150647417,216.203442633553,220.86256181099,220.86256181099,25103935846897188864,11.0054190498672,2015.44485118677,2116.41843538645,2072.1807968186,2202.60007850194,2072.1807968186,2072.1807968186,52823591538707537920,2003.91701517883,2208.81180523767,3.3683796528129e-06,0.000194998146778594,3.06734982321319e-05,0.760322689032447,3.06734982321319e-05,3.06734982321319e-05,2.02434690374912e-82,4.5824723737387e-08
2,140,256,0,0,"0","0","0",0,1,0,-205.687186088493,-255.62067137599,0,20.3316668818502,22.2938843159841,22.2938843159841,4244803772334987776,-200.299841520924,2011.56353911319,2059.87900856522,2059.87900856522,2151.94093564392,2059.87900856522,2059.87900856522,9797882029048600576,2010.32024316619,2155.3500261583,9.98709516477712e-05,0.00433350237253737,0.00433350237253737,0.872168048056913,0.00433350237253737,0.00433350237253737,3.30891044169068e-103,4.87216590388296e-05
2,141,16,0.0068,0.0368,"0.0191","0.0017","0.0191",0.0191,0.9898,0.4396,36.2259567598025,-8.64264970236319,-7.63680557913367,1.41352338979742,-7.03761516270222,-7.03761516270222,1002694313.92612,24.9183566938468,22.9955631112679,13.6510724834532,13.6969132138368,13.4137440947958,13.6969132138368,13.6969132138368,12820341189276728,13.4983309205263,12.9070538141315,1.67325594356512e-22,0.00273129373446928,0.0108548688600625,0.0724578983620587,0.0108548688600625,0.0108548688600625,2.46582706315568e-90,0.0882621712166374
2,141,32,0,1,"1","0","0",0,1,0,-6.56826769107688,1.15371253825436,0,-0.613580172940638,-0.729903185340753,-0.650625728191361,42592435950583.7,-1.39097726278893,11.6636045882751,12.4353077683806,11.4749398121492,11.8684743773357,12.0831235957015,11.2529901657503,469771491836928,11.1968213027286,11.4749398121492,0.650534775420437,3.28002588664393e-05,NA,0.00144792163178523,0.00728149247592179,5.47842449961559e-06,3.06685605521878e-94,0.000740686945019546
