"target","fips","samplesize","MSEout_OW","MSEout_OW_pos","MSEout_CWM","MSEout_SA","p_OW","p_OW_pos","p_CWM"
1,386,16,424.503073715217,432.447588896603,492.497354497354,533.022857142857,0.3406,0.0352,"0.0808"
1,386,20,605.030623467135,425.745449549304,454.607843137255,464.985882352941,0.3079,0.2651,"0.1752"
1,386,24,120.376941037781,44.1960660452794,50.1282051282051,56.8861538461538,0.2727,0.091,"0.0042"
1,386,28,63.3551154825088,56.3033058609079,56.2345679012346,81.5111111111111,0.2481,0.0223,"0.002"
1,387,12,2517.85288177051,2495.6886077202,2854.29,2269.8512,0.9985,0.9964,"0.9339"
1,387,16,1283.35522814003,259.041550071646,230.741071428571,221.03619047619,0.3684,0.0934,"0"
1,387,20,263.278878584468,195.75520194482,190.702205882353,197.529411764706,0.1526,0.4935,"0.0712"
1,387,24,128.167849915655,101.88726425489,89.5625,87.7569230769231,0.1802,0.1295,"0.0101"
1,387,28,123.152891541002,85.566771327425,77.9375,77.1511111111111,0.0962,0.0531,"2e-04"
1,388,12,1527.70212753492,615.434659065967,552.0325,557.8672,0.9057,0.8111,"0.5955"
1,388,16,290.176682026918,142.027464549361,100.835978835979,99.8095238095238,0.9752,0.8802,"0.6801"
1,388,20,73.6194214614018,68.3589510503183,60.3267973856209,58.3670588235294,0.9221,0.977,"0.8346"
1,388,24,81.0949148887668,58.0192863898343,56.1538461538461,53.4276923076923,0.9644,0.8719,"0.3722"
1,388,28,104.46768465223,79.8779274676706,76.320987654321,72.5333333333333,0.6706,0.2839,"0.6332"
1,389,12,2461.20508075728,567.099225280866,557.497777777778,510.9456,0.9446,0.8073,"0.4032"
1,389,16,606.531686417366,639.761904761905,622.164021164021,574.72,0.9715,0.9948,"0.9883"
1,389,20,112.695171280302,35.0704412352335,31.2287581699346,36.1929411764706,0.7014,0.4095,"0.7151"
1,389,24,35.166799803395,21.8817783611092,25.3247863247863,28.5446153846154,0.871,0.8668,"0.3994"
1,389,28,26.7746357033651,21.1216125556151,26.320987654321,29.2533333333333,0.7876,0.2538,"0.3801"
1,390,12,2133169.60103414,363615.417656346,241942.838068182,222341.429499072,0,0,"0"
1,390,20,56579.5596693451,NA,41880.5942857143,41052.4679300291,0.436,NA,"0"
1,390,24,51023.7785261485,NA,34249.476,30808.6632653061,0.0145,NA,"0"
1,390,28,73220.2055484278,NA,51096.4066666667,45914.3911564626,0,NA,"0"
1,391,12,25478.5464200689,35597.9115623435,62943.0088888889,48423.4736,0.9768,0.8067,"0.8487"
1,391,20,4970.82457911734,1405.39203797871,1707.35947712418,2115.39764705882,0,0,"0"
1,391,24,3914.61863784289,1106.21650047327,1135.39316239316,1322.77846153846,0,0,"1e-04"
1,391,28,4952.36918034686,1274.90611489589,1337.37037037037,1497.30222222222,0,0,"0"
1,392,12,89125.1686122037,23600.4887100335,23670.652173913,25578.6413043478,0.8955,0.7771,"0.7238"
1,392,16,19825.7746374694,17372.0526315789,16992.1644736842,17631.2850877193,0.0356,0.0119,"0"
1,392,20,9038.53926631298,8451.33333333333,8918.4,8979.61111111111,0.3239,0.0376,"0.0124"
1,392,24,11457.5004204657,11040.5454545455,10887.5113636364,11482.1994949495,0.0406,0,"0"
1,392,28,4380.83065776079,2686.85714285714,2660.35714285714,2605.48015873016,0,0,"0"
1,393,12,6370.55077773705,4435.12,2719.00444444444,2760.2544,0.9294,0.8734,"0.3117"
1,393,16,2069.80136778182,1015.94398635749,1008.67195767196,1020.59047619048,0.9573,0.9904,"0.0315"
1,393,20,1769.49993793135,1057.97263699591,1041.11764705882,1088.69176470588,0.8973,0.9404,"0.6586"
1,393,24,454.769074599083,256.875136497162,254.717948717949,401.630769230769,0.6793,0.6494,"0.9992"
1,393,28,225.106033556812,267.691642976733,254.283950617284,552.235555555556,0.8321,0.5795,"0.1384"
1,394,12,2246772.43960752,601846.008343837,330106.403636364,311384.817254175,0,0.9961,"0"
1,394,20,23572.3784678352,25381.360631182,27364.2008928571,26846.7857142857,0.476,0,"0"
1,394,24,20965.7210236805,NA,10355.6125,8980.07346938775,0.04,NA,"0"
1,394,28,9671.52249709254,NA,11109.71875,10228.0850340136,5e-04,NA,"0"
1,395,12,12033.753242975,13117.76,18083.11,21552.6896,0.982,0.9815,"0.3535"
1,395,16,12417.54570783,2966.66666666667,3155.06349206349,3116.88380952381,0.027,0,"0.0019"
1,395,24,2050.92636315026,1083,1527.91452991453,1377.09538461539,0.0052,1e-04,"1e-04"
1,396,12,3081.11238211612,1015.12,1362.07555555556,1249.072,0.7,0.5376,"0.0942"
1,396,16,745.570686896001,323.952380952381,251.174603174603,457.194285714286,0.0731,0.0335,"0.0257"
1,396,20,235.275759911883,128.520755868602,125.248366013072,113.009411764706,0.1019,0.0795,"0.008"
1,396,24,25.838062904925,27.5226221684223,21.6923076923077,40.1969230769231,0.0093,0.024,"0.0486"
1,396,28,14.7309493511032,2.78699315695256,3.29629629629629,3.71111111111111,0.0158,8e-04,"0"
1,397,12,2678.4274477921,1164.94960644293,1299.5175,1194.944,0.9509,0.3434,"0.0066"
1,397,16,1420.66410132012,1310.29611484758,1079.38095238095,1074.85333333333,0.3061,0.4137,"0.0211"
1,397,20,1543.76756646941,639.538380212454,690.797385620915,682.625882352941,0.7606,0.667,"0.4687"
1,397,24,1846.12070486571,661.834114947711,780.811965811966,673.224615384615,0.4501,0.3134,"0.0976"
1,397,28,2526.4294857564,514.995073111199,663.950617283951,483.462222222222,0.0537,0.2404,"0.1988"
1,398,12,6941.16870516496,3668.91389316906,4675.385,5486.9984,0.9967,0.8725,"0.9854"
1,398,20,990.623348980341,429.235294117647,639.307189542483,700.60705882353,0,0,"0"
1,398,24,670.171233177665,349.153846153846,313.529914529914,312.341538461538,0,0,"0"
1,398,28,285.287764223193,291.555555555555,339.358024691358,331.164444444444,2e-04,0,"0"
1,399,20,506.384202753753,356.62033571462,437.895424836601,539.585882352941,0.7081,0.2644,"0.0098"
1,399,24,270.520336059173,295.960821771293,357.888888888889,488.412307692308,0.0419,0.0664,"0.2089"
1,399,28,328.129645400828,396.790576734501,477.987654320988,671.471111111111,0.013,1e-04,"0"
1,400,12,4170.437936206,1270.44502791388,1484.2775,1598.4688,0.9131,0.0674,"0"
1,400,20,335.019429718289,236.657436730875,210.150326797386,244.134117647059,0.1282,0.0873,"0.1319"
1,400,24,272.85147322487,217.99017372011,217.264957264957,246.818461538462,0.2422,0.0051,"0.006"
1,401,12,79853.1939280008,38250.0869565218,61343.2,61094.2572463768,0.9553,0,"0.971"
1,401,16,46605.0574237012,13737.1052631579,15242.3815789474,13542.0628654971,0.0293,0.0842,"9e-04"
1,401,20,5304.70429520569,6758.19999999999,10795.0458333333,10224.362962963,0.1724,0.6156,"0.0269"
1,401,24,5900.38831187339,8002.09090909092,11523.3465909091,11992.3308080808,0.0683,0.0152,"0.036"
1,401,28,6004.87243481859,10635.4285714286,15345.2142857143,16880.9722222222,0.0493,0.0117,"1e-04"
1,402,16,35725.9557663449,10391.8421052632,9558.17105263158,10592.7660818713,0.6866,0.5396,"0"
1,402,20,5365.60036687435,4947.8,4872.02916666667,5401.60925925926,0.6027,0.5105,"0"
1,402,28,5961.12237320302,7352.85714285714,7119.83928571429,8281.03968253968,0.0132,0.018,"0.0017"
1,403,12,13752.2349121862,7447.92,7144.02222222222,7417.6176,0.9873,0.6301,"0.8716"
1,403,16,3914.24631258459,3620.54557965119,3600.33333333333,3951.11047619048,0.5723,0.6754,"0.8835"
1,403,20,2678.33881408635,2691.19287545108,2853.15032679738,2752.36,0.0873,0.5169,"0.5457"
1,403,24,1748.75815365982,1600.49809923337,1602.44711538462,1554.38461538462,0.0436,0.1295,"0.1667"
1,403,28,1826.39471999762,1623.88699633166,1552.08333333333,1422.44888888889,0.0051,0.004,"8e-04"
1,404,12,3148.89915438086,2645.84092489099,2275.17333333333,2442.6096,0.9894,0.975,"0.9806"
1,404,16,2391.41096270218,611.333041501908,629.576719576719,714.632380952381,0.0255,0.1485,"0.0075"
1,404,20,376.142380989529,157.823529411765,143.856209150327,414.776470588235,0.179,0.203,"0.0122"
1,404,28,160.285732661173,133.222222222222,117.407407407407,100.8,0,0,"0"
1,405,12,59513.0360190895,39944.5519788255,41933.3206521739,66199.4009661835,0.9982,0.9924,"5e-04"
1,405,16,23126.412035814,19614.2631578947,17439.0467836257,28105.8391812865,0.1888,0.1214,"0.0754"
1,405,20,16479.9044093065,7297.47742925418,10125.7333333333,12986.8296296296,0.1964,0.0304,"0"
1,405,28,4755.96701198345,3684.22549074484,3478.88392857143,3148.46031746032,0,1e-04,"0"
1,406,12,3395.95015531113,2098.69220014999,2466.15555555556,2557.5296,0.9994,0.9976,"0.9982"
1,406,16,4696.2354492103,486.720052508935,654.654761904762,614.76380952381,0.534,0.3659,"0.6296"
1,406,20,265.157814094418,351.684188860907,452.588235294118,310.063529411765,0.8044,0.813,"0.9984"
1,406,24,218.908547567447,138.662735516137,186.153846153846,78.7076923076923,0.8225,0.1123,"0.1129"
1,406,28,288.864183107991,186.934352112015,248,111.653333333333,0.121,0.2245,"0.1237"
1,407,12,147.130287401304,123.961212587239,137.057777777778,124.304,0.9874,0.969,"0.8944"
1,407,16,90.2505063773609,63.2857142857143,68.3915343915344,67.9161904761905,0.9003,0.7438,"0.5318"
1,407,20,76.7527884386517,65.1764705882353,59,62.9435294117647,0.7451,0.6964,"0.7406"
1,407,24,61.5609861971947,52,37.4871794871795,54.48,0.5725,0.474,"0.4952"
1,407,28,85.8599262755502,58.3098644948816,35.9012345679012,43.52,0.2773,0.2485,"0.3293"
1,408,12,372.385286872369,373.709928726162,383.24,403.9504,0.9719,0.7644,"0.9959"
1,408,16,356.781737130015,255.455255068992,224.877976190476,222.521904761905,0.7356,0.3346,"0.0221"
1,408,20,266.318015227814,67.6849531207526,76.6102941176471,69.6682352941177,0.8382,0.4482,"9e-04"
1,408,24,80.0411703953504,48.4957511839185,61.7259615384615,60.4184615384615,0.9313,0.5214,"1e-04"
1,408,28,28.7025649642096,50.9910795310258,73.3680555555556,70.4533333333333,0.5539,0.2092,"0.0084"
1,409,12,485.799474451058,613.070681800552,466.105,522.4336,0.9961,0.9858,"0.9849"
1,409,16,773.963808605306,344.78820203139,280.08630952381,302.472380952381,0,5e-04,"0"
1,409,20,247.38756380079,114.955383502597,127.692810457516,133.461176470588,0,0,"0"
1,409,24,135.487719414387,61.1959226114949,86.3247863247863,94.9661538461539,0,4e-04,"0"
1,409,28,22.7223340390222,18.6608417098082,21.7283950617284,21.3733333333333,0,0,"0"
1,410,12,354.639651270702,358.598142135696,364.17,387.0688,0.9781,0.9952,"0.967"
1,410,16,166.65699890513,117.594734988842,108.465608465608,134.565714285714,0.1628,0.025,"0"
1,410,20,224.167879767438,105.474480172234,97.8039215686274,111.181176470588,0.0336,0.0294,"0"
1,410,24,135.237950415532,96.2559996821361,87.9487179487179,91.6861538461539,0.0034,0.0017,"0"
1,411,12,423.877607310453,236.496679240735,202.375,178.9008,0.8708,0,"0.3147"
1,411,16,340.93614817999,151.17243263076,166.928571428571,136.731428571429,0.2936,0.1409,"0.4283"
1,411,20,169.590950193833,70.3466812418771,71.5098039215686,85.5223529411765,0.9064,0.4011,"0.7006"
1,411,24,70.8743655420475,78.2055071512899,80.965811965812,101.910769230769,0.6183,0.6974,"0.6671"
1,411,28,67.1498499612045,109.226880647049,113.283950617284,146.035555555556,0.2243,0.4927,"0.0594"
1,412,12,4411.27893722262,1076.78071703941,1135.8375,1212.3056,0.93,0.7242,"0.0221"
1,412,16,31512.258090714,533.957080772516,457.941798941799,431.558095238095,0.9925,0.0056,"0.0142"
1,412,20,274.445851575434,263.543628417907,252.718954248366,259.705882352941,0.4852,0.4015,"0.1486"
1,412,24,143.261435337689,139.951578814213,146.42735042735,162.892307692308,0.5478,0.1244,"0.097"
1,412,28,164.77061784394,171.737242656315,179.074074074074,215.408888888889,0.0683,0.0924,"0.0635"
1,413,12,6886.3444277337,2652.82084722192,2576.76,2772.392,0.9659,0.9351,"0.9708"
1,413,16,2523.22410275416,2545.93216353365,3373.26488095238,3198.11619047619,0.9844,0.9892,"0.9984"
1,413,20,6187.19306585937,4897.68435736302,2980.83660130719,2854.65882352941,0.5972,0.0556,"0.5299"
1,413,24,229.050769327631,73.2168193086284,72.2051282051282,72.1538461538461,0.0071,0.1571,"0"
1,413,28,129.754329375927,48.1012682971161,56.5679012345679,49.9511111111111,1e-04,1e-04,"0"
1,414,12,6354.29308061267,2393.38487627265,2277.01851851852,3432.75333333333,0.9851,0.5428,"0.7046"
1,414,16,343.939825139904,196.392266166765,205.011111111111,254.956,0.0261,0.0205,"4e-04"
1,414,24,127.857031208184,115.037315738193,116.944444444444,141.396666666667,0,0,"0"
1,414,28,153.297546028534,125.271902526505,114.263888888889,160.425,0,0,"0"
1,415,16,274.664779090933,69.4761904761905,52.1785714285714,55.1809523809524,0.6488,0.6922,"0.8308"
1,415,20,56.5092977528881,42.9994521687218,49.3725490196079,50.0117647058824,0.6014,0.6461,"0.5518"
1,415,24,13.3376904052555,10.1710892534772,16.0683760683761,10.3169230769231,0.4281,0.4304,"0.7737"
1,415,28,13.379261394804,11.273685635338,20.5679012345679,11.8933333333333,0.0596,0.271,"0.0257"
1,416,12,2402.61460495797,2524.00415384483,2817.51111111111,2498.976,0.9201,0.9053,"0.912"
1,416,16,3343.58696225522,1629,1438.09523809524,1193.4419047619,0.1961,0.0042,"0.0834"
1,416,20,583.958954804446,357.870301793035,505.156862745098,415.176470588235,0.2667,0.1159,"0.1511"
1,416,24,440.414142510552,426.04217485255,574.854700854701,488.073846153846,0.1223,0.1157,"0.0668"
1,416,28,492.817795815809,424.345491497905,482.722222222222,481.248888888889,0.1452,3e-04,"0.0062"
1,417,12,373602.7317953,31919.5327605185,27763.4861111111,22919.8854166667,0.8953,0.9474,"0.8293"
1,417,16,47554.2178518965,27838.9631499421,29368.8666666667,22981.15,0.5955,0.3775,"0.4473"
1,417,24,29458.0764746756,20349.5229567097,27424.0520833333,25416.6435185185,0.4802,0.6749,"0.1105"
1,417,28,42181.366715637,30195.169147877,40554.9140625,37702.8055555556,0.5037,0.1817,"0.0415"
1,418,12,3355.8979433784,740.575561223121,821.928888888889,780.2368,0.9946,0.6479,"0.6414"
1,418,16,928.966533570624,660.047026167971,855.047619047619,668.441904761905,0.1006,0.1118,"0.058"
1,418,20,99.1839262614784,137.631962464775,150.566176470588,155.385882352941,0.3771,0.8905,"0.5741"
1,418,24,80.8023496533675,37.8116763746441,36.3076923076923,38.2553846153846,0.4172,0.5894,"0.3359"
1,418,28,70.9275702361191,20.972863579135,22.7847222222222,24.9111111111111,0.0465,0.1424,"0.0296"
1,419,12,508.371956370366,494.978204052141,396.21,548.424,0.9949,0.9724,"0.9983"
1,419,24,44.5479020571606,37.8514746902352,38.6009615384615,44.4830769230769,6e-04,0.0164,"0"
1,419,28,36.3338681111436,35.9604481401358,34.5833333333333,43.4133333333333,1e-04,0,"0"
1,420,12,669.786859800943,590.164380591753,657.708333333333,566.145,0.9009,0.8742,"0.8968"
