"condition","judge_draws","judgments_draw","samplesize","MSEout_OW","MSEout_OW_pos","MSEout_CWM","MSEout_SA","p_OW","p_OW_pos","p_CWM"
3,7,80,20,34114.0131703476,34137.5487986591,51969.2111111111,25748.206,0.9268,0.9219,"0.9984"
3,7,81,20,16508.4037164671,15928.3456687802,14768.965625,13611.48,0.9799,0.9862,"0.8584"
3,7,82,20,26747.7051465692,26756.1193576582,34824.7944444444,20698.488,0.9957,0.9957,"0.9986"
3,7,83,20,28358.7366347971,28270.7460462288,46507.6666666667,20618.054,0.9998,0.9989,"0.9989"
3,7,84,20,37067.8339579888,36212.1248637306,49892.9055555555,21747.234,0.9964,0.9959,"0.9986"
3,7,85,20,11724.7188571641,11405.4875724468,13702.934375,11903.926,0.9901,0.9989,"0.9895"
3,7,86,20,40580.6657576024,38415.4591974443,44637.6722222222,19298.51,0.9768,0.9738,"0.9697"
3,7,87,20,37280.5154796223,37287.1882047917,29429.008,29429.008,0.9852,0.9995,"No need to compare!"
3,7,88,20,25857.8217627207,24192.2708045743,20237.590625,16387.626,0.9953,0.9391,"0.9996"
3,7,90,20,42510.1833634132,41591.3632355446,70046.525,18500.984,0.9972,0.9995,"0.9997"
3,7,91,20,18350.0750511236,18207.0134579209,14826.58125,13010.1,0.9382,0.7674,"0.9122"
3,7,92,20,33882.7129657735,33310.0085353042,22187.65,22187.65,0.946,0.9536,"No need to compare!"
3,7,93,20,35052.4285819917,34993.6141611661,28949.10625,19633.554,0.9994,0.9842,"1"
3,7,94,20,17466.0682643744,16673.0172002047,16121.353125,14242.538,0.9997,0.9891,"1"
3,7,95,20,16181.028483549,16157.4595885084,14291.654,14291.654,0.9981,0.9924,"No need to compare!"
3,7,96,20,32544.9078386965,32534.1388553225,38593.4055555556,22760.392,0.9963,0.9957,"0.9985"
3,7,97,20,24578.3195552265,19279.8557295682,19472.35,16861.558,0.9988,0.9853,"0.9616"
3,7,98,20,34206.2573954792,33790.5818041072,31950.5625,16792.95,0.9936,0.9906,"0.9827"
3,7,99,20,32768.8900507724,32741.5001696384,44898.2444444445,14362.74,0.9998,1,"0.9952"
3,7,100,20,31481.9457976724,31382.856551482,33751.86875,24379.934,0.9857,0.999,"1"
3,8,1,20,86635.1531930967,86462.0163871694,66814.3777777778,60604.93,0.817,0.8934,"0.6446"
3,8,2,20,36445.9454319439,36545.8672719538,41215.534375,35459.804,0.9997,0.9987,"0.9982"
3,8,3,20,92084.5191918368,86480.9396517871,91025.9611111111,49828.904,0.9885,0.9786,"0.9632"
3,8,4,20,69011.5948743392,69564.8440773238,78064.0222222222,49209.37,0.9985,0.9924,"0.9982"
3,8,5,20,53055.9091275946,52944.4197670119,57607.1833333333,53260.366,0.9997,0.9999,"1"
3,8,6,20,78696.5204254313,78849.7297032912,61982.8875,56743.522,0.9975,0.9936,"0.9554"
3,8,7,20,54986.8055951379,55090.6182312562,80950.9333333333,59248.074,0.9926,0.9895,"0.9985"
3,8,8,20,63478.6651203901,61924.2216937451,76306.3222222222,43320.548,0.9906,0.9888,"0.9999"
3,8,9,20,79862.4809929573,66742.9108357089,75648.1111111111,42795.618,0.9995,0.9241,"0.9171"
3,8,10,20,18791.677753976,18799.5125143812,36074.5277777778,22224.426,0.9929,0.881,"0.999"
3,8,11,20,54166.7715793159,53179.2706126929,49631.378125,42227.928,0.9891,1,"0.9964"
3,8,12,20,85278.9789970611,85326.002013581,69047.9277777778,42957.34,0.9985,0.9917,"0.9984"
3,8,13,20,65369.8246580603,65557.6780103407,80602.8944444444,43053.896,0.9626,0.96,"0.9992"
3,8,14,20,73370.9349322902,71332.2913048225,91428.7833333334,51287.934,0.9725,0.9741,"0.9989"
3,8,15,20,33132.3768778331,32860.3734420372,35864.308,35864.308,0.9976,0.9821,"No need to compare!"
3,8,16,20,46368.9217587473,45339.1899218239,53537.6888888889,48299.992,0.926,0.994,"0.9994"
3,8,17,20,61402.4954719121,61381.646880014,82618.0833333333,58106.246,0.9614,0.9777,"0.9995"
3,8,18,20,62361.0859299889,61729.5236212419,55549.9722222222,49274.898,0.998,0.9802,"0.9887"
3,8,19,20,67332.9815581314,67243.7642278781,79171.2277777778,43303.978,0.937,0.9915,"1"
3,8,20,20,51509.704707168,52370.1294683502,75334.4375,35570.638,0.9978,0.9999,"0.9982"
3,8,21,20,92712.2521785258,81343.5645941352,96108.2888888889,60406.122,0.9399,0.9513,"0.9611"
3,8,22,20,61677.4449307962,61523.130510952,91699.6388888889,50136.228,0.9825,0.9554,"0.9981"
3,8,24,20,80139.6840395916,80449.757555729,76614.1222222222,39835.362,0.9992,0.995,"0.9955"
3,8,25,20,84514.3122503543,84555.0773005818,108256,46207.576,0.9236,0.9249,"0.9987"
3,8,26,20,109103.348925443,105561.847939748,80349.1444444444,47950.858,0.9537,0.9774,"0.9947"
3,8,27,20,65609.2081632783,65342.2309377045,82442.9333333333,44441.752,0.8509,0.8548,"0.9994"
3,8,28,20,80251.4310951919,82626.8783626965,82830.8625,44190.312,0.9987,0.9785,"0.9468"
3,8,29,20,101268.548473686,98011.1587969915,97907.4388888889,51506.236,0.7808,0.7788,"0.8949"
3,8,30,20,52228.8841475867,52500.7650172581,59066.721875,55070.648,0.9776,0.9054,"0.9983"
3,8,31,20,25821.6481412908,25689.4787440627,35665.525,29936.946,0.9934,0.9993,"0.9999"
3,8,32,20,107451.230550897,103722.146800394,82260.8,45953.794,0.9803,0.982,"0.9704"
3,8,33,20,57684.0155863289,51928.626054421,53247.540625,41885.34,0.9908,0.9942,"0.9666"
3,8,34,20,71911.1985587425,69415.7680430218,55840.425,48018.316,0.9999,0.9986,"0.9947"
3,8,35,20,141382.158809049,77517.708772137,47586.4625,34729.314,0.9764,0.9779,"0.7806"
3,8,36,20,75959.8118267335,75922.2697544267,95534.2555555556,68961.592,0.9804,0.9986,"0.988"
3,8,37,20,46418.8342549291,NA,52013.4375,44655.446,0.9999,NA,"0.9998"
3,8,38,20,105202.686397383,95741.628278486,99558.5166666667,47482.218,0.813,0.587,"0.6526"
3,8,39,20,56447.3294119909,52926.5869446222,48618.05,36946.986,0.8455,0.9635,"0.9888"
3,8,40,20,84744.6411561903,83449.3073899588,93680.0888888889,58348.732,0.9328,0.9812,"0.9941"
3,8,41,20,61380.7120378085,61480.1446510993,82569.9333333333,54050.53,0.9092,0.9118,"0.9976"
3,8,42,20,63197.1101620506,NA,54115.409375,42500.782,0.9952,NA,"0.9982"
3,8,43,20,66264.9711597094,65405.8656870044,79354.6666666667,48389.278,0.9136,0.9177,"0.9817"
3,8,44,20,39361.9217302992,38965.2365069627,49430.8388888889,33538.644,0.981,0.9799,"0.999"
3,8,45,20,30770.0592403971,30743.2779321937,40057.546875,38290.042,0.9976,1,"0.9957"
3,8,46,20,65706.8258452446,59737.4056851054,59587.69375,60230.928,0.9981,0.9972,"0.991"
3,8,47,20,45166.0680744372,45145.7649474542,46616.884375,42649.708,0.9836,0.9939,"0.999"
3,8,48,20,78552.9272100042,78621.2008027112,61630.603125,62086.004,0.9999,1,"0.9996"
3,8,49,20,36161.7633451796,33279.6289019369,42222.79375,37270.996,0.9956,0.9987,"0.9966"
3,8,50,20,131035.221846901,NA,57098.6722222222,33718.672,0.9722,NA,"0.9986"
3,8,51,20,116993.083756964,95725.0871607069,94555.1555555556,52942.302,0.9859,0.9303,"0.9492"
3,8,52,20,51545.4031883474,50021.140864982,60097.68125,51741.3,0.6912,0.9785,"0.9726"
3,8,53,20,28023.4122093409,26749.8452661214,30558.846,30558.846,0.9981,0.9942,"No need to compare!"
3,8,54,20,61467.6882587425,54745.0094722099,57579.178125,46954.308,0.9991,0.9514,"0.9715"
3,8,55,20,177205.563749082,NA,51456.625,45283.22,0.9636,NA,"0.9682"
3,8,56,20,117408.569449557,88423.2378738884,74890.05,43968.242,0.9809,0.9033,"0.9225"
3,8,57,20,23910.4415908002,23851.1305012543,29842.3625,25521.404,0.9512,0.914,"0.9884"
3,8,58,20,74327.0923339774,74542.2588461972,87640.8277777778,55287.488,0.9948,0.9632,"0.9992"
3,8,59,20,88194.0414963668,NA,46034.446875,35290.588,0.9985,NA,"0.9656"
3,8,60,20,61412.0184211468,61592.2017301133,67251.846,67251.846,1,0.9995,"No need to compare!"
3,8,61,20,32821.6612437412,32952.6355762561,33154.034375,26278.098,0.9841,0.9919,"0.9938"
3,8,62,20,54808.9051800596,52413.4184593906,40615.5611111111,42473.372,0.9995,0.9743,"0.9982"
3,8,63,20,54262.7589546765,51797.4405192588,40182.734375,28272.914,0.9927,0.9976,"0.983"
3,8,64,20,68672.3533997314,68832.6701876086,77169.675,42141.896,0.9838,0.9963,"0.9992"
3,8,65,20,46421.392936749,46342.2103607173,38696.90625,36202.64,0.998,0.9909,"0.9991"
3,8,66,20,47348.403982406,47385.6305871903,31727.84,31727.84,0.732,0.7401,"No need to compare!"
3,8,67,20,69954.641663369,67613.8279484908,55385.596875,40787.004,0.9993,0.9988,"0.9926"
3,8,68,20,73403.1270361746,73609.7677043401,64862.159375,62153.39,0.999,0.9994,"0.9973"
3,8,69,20,64534.1819168831,64369.190162596,62585.51875,56894.302,0.9554,0.9889,"0.9988"
3,8,70,20,66794.8071233261,48590.1177770599,49638.5375,35941.716,0.9175,0.9792,"0.9653"
3,8,71,20,69424.0074681314,49748.5380024192,70883.525,47508.114,0.7924,0.4412,"0.975"
3,8,72,20,61943.8794932801,57067.0882285019,60764.059375,54491.794,0.9912,0.9964,"0.9925"
3,8,73,20,53150.1972684608,53169.9839604581,57887.9055555556,53209.218,0.9763,0.9764,"0.9999"
3,8,74,20,49277.7771285014,48989.8027695477,43878.609375,40048.482,0.9995,0.9954,"0.9985"
3,8,75,20,42971.4609270341,43494.5306084633,69956.45,33161.976,0.9986,0.9977,"0.9961"
3,8,76,20,67495.4833103027,51504.1193798605,35997.7555555556,33341.034,0.9928,0.9998,"0.9991"
3,8,77,20,97900.6334767575,98384.8669269885,74822.5,43717.126,0.996,0.9726,"0.9928"
3,8,78,20,43843.4509480722,44950.5013637324,26455.578,26455.578,0.9936,0.9581,"No need to compare!"
3,8,79,20,107592.947038438,107798.538705211,94115.3,56394.042,0.9965,0.9999,"0.9991"
3,8,80,20,92269.1521139776,82963.3227937266,93379.5055555556,40805.484,0.9109,0.7812,"0.7789"
3,8,81,20,67529.1912604965,NA,55555.378125,41397.116,0.9954,NA,"0.9787"
3,8,82,20,57819.976827969,58849.2456212064,80596.0125,34593.622,0.9013,0.9888,"0.9959"
3,8,83,20,68842.7966871841,68921.8599278067,86588.9166666667,48416.396,0.9637,0.9638,"0.9648"
3,8,84,20,49357.1863954966,49678.9993219161,44144.615625,38940.686,0.9831,0.9984,"0.9989"
3,8,85,20,29620.3355050183,29277.8578846438,35842.059375,36197.95,0.9987,0.999,"0.9998"
3,8,86,20,24357.4462009058,22729.4158284879,34118.39375,27130.77,0.9988,0.9967,"0.9997"
3,8,87,20,100874.314035703,93729.3960199034,95573.2388888889,44614.092,0.4529,0.4436,"0.3999"
3,8,88,20,45309.5788217657,44859.4164426567,48405.046875,44309.898,0.9872,0.9991,"0.9993"
3,8,89,20,47566.2550631274,38524.500885936,46296.85,36969.618,0.9995,0.9941,"0.9974"
3,8,90,20,60114.7469025425,NA,59837.18125,49500.294,0.9885,NA,"0.91"
3,8,91,20,26289.9231420878,26240.2572102267,34800.290625,30655.38,0.9437,0.9469,"0.999"
3,8,92,20,58984.4741058149,59018.1262241272,83962.7166666667,63555.816,0.8575,0.8744,"0.999"
3,8,93,20,60488.0053338014,60583.1151159777,79223.7611111111,48014.002,0.9279,0.9236,"0.9989"
3,8,94,20,26550.7452703716,26414.8061921909,30106.33,30106.33,0.9991,0.9999,"No need to compare!"
3,8,95,20,43959.1107212745,43650.2693463714,49007.596875,45064.046,0.9978,0.9945,"0.9885"
3,8,96,20,50070.9515929058,50091.1013103068,59213.090625,54016.248,0.9992,0.9997,"0.9999"
3,8,97,20,36975.2410535889,36677.3057730568,46844.64375,42486.826,0.9746,0.9985,"0.9991"
3,8,98,20,59978.3859084454,52904.6037733646,40687.612,40687.612,0.9984,0.9831,"No need to compare!"
3,8,99,20,67261.0919965854,53805.921067586,56159.9,31693.904,0.9522,0.997,"0.9912"
3,8,100,20,70646.8077551593,71081.1064891384,66588.678125,60916.78,0.9998,0.9952,"0.996"
3,9,1,20,46228.5233853696,42228.1705471575,26210.296875,29011.56,0.7825,0.9866,"0.892"
3,9,2,20,20045.2707468545,19947.7640382985,21811.538,21811.538,0.9765,0.9499,"No need to compare!"
3,9,3,20,70080.2916765678,57439.1754286061,25402.125,22179.23,0.7482,0.4776,"0.8632"
3,9,4,20,34697.0446955278,34749.1184153571,27355.8,27643.448,0.656,0.9498,"0.7758"
3,9,5,20,49706.1405712946,30963.2901705301,17647.53125,19982.43,0.8686,0.6117,"0.6181"
3,9,6,20,42603.2221544502,42642.8672777548,49922.5055555556,29149.882,0.9694,0.9918,"0.9714"
3,9,7,20,41316.5339962469,31215.8601127125,24480.00625,22479.062,0.9011,0.9351,"0.7925"
3,9,8,20,38850.7445617484,38058.2294679948,31387.1875,28015.082,0.9967,0.9053,"0.9271"
3,9,9,20,64669.9663769324,59928.5250548012,27543.8625,24519.45,0.972,0.9846,"0.8582"
3,9,10,20,29529.0828097131,29720.4610234222,21846.9875,23058.478,0.9784,0.9276,"0.9729"
3,9,11,20,37774.8688950686,37923.7604571971,43616.3125,26030.728,0.9959,0.9469,"0.9959"
3,9,12,20,63418.2897318674,61935.957202694,23548.815625,24886.462,0.7884,0.9903,"0.9828"
3,9,13,20,31628.4385971691,29374.7155216309,21817.796875,18667.052,0.9633,0.9945,"0.9137"
3,9,14,20,36257.3483405014,36455.7271386111,40878.975,29255.368,0.9994,0.9993,"0.9993"
3,9,15,20,33622.4454850177,33714.2583591888,41797.259375,25437.584,0.9982,0.9973,"0.9726"
3,9,16,20,35233.8686462155,32699.3533717228,30559.828125,32413.26,0.9232,0.6372,"0.737"
3,9,17,20,48580.2881706853,34990.2576668883,28615.921875,23838.848,0.9911,0.955,"0.5607"
3,9,18,20,40705.3717499591,40699.9862727297,31323.022,31323.022,0.9769,0.9994,"No need to compare!"
3,9,19,20,24339.6996187935,23827.9587149935,20479.640625,18172.208,0.9345,0.997,"0.9475"
3,9,20,20,41105.108836299,37122.5434851742,26962.659375,20614.272,0.973,0.9781,"0.9173"
3,9,21,20,56532.6847907076,51939.7593640033,28111.503125,28656.016,0.9835,0.8971,"0.5561"
3,9,22,20,46947.6536925391,33933.5931054284,27205.5,27205.5,0.8833,0.9767,"No need to compare!"
3,9,23,20,12738.6487962881,12864.4531994027,10355.9125,10314.184,0.9616,0.9693,"0.9861"
3,9,24,20,49524.1533420429,42980.5943166439,31310.2,26462.416,0.8634,0.8382,"0.9763"
3,9,25,20,26792.8334792141,26719.9142373079,24916.404,24916.404,0.9805,0.9789,"No need to compare!"
3,9,26,20,57536.5942994256,52607.3173427941,31889.66875,27267.994,0.7515,0.7561,"0.319"
3,9,27,20,32551.1900306121,28774.2265328172,24146.128125,19661.172,0.8537,0.8224,"0.805"
3,9,28,20,46001.9355175793,37080.4753634761,31290.740625,25499.97,0.8795,0.5297,"0.243"
3,9,29,20,71943.7758816296,71985.400544663,31676.25,28946.73,0.5665,0.3964,"0.6792"
3,9,30,20,29712.7238555807,29519.2985231697,23418.478,23418.478,0.9105,0.9847,"No need to compare!"
3,9,31,20,13125.3649351768,13122.3549218963,11843.05,14227.138,0.8577,0.8273,"0.7943"
3,9,32,20,62520.628173808,61179.7724269919,29100.553125,27393.766,0.9557,0.8435,"0.8487"
3,9,33,20,14925.4114003985,14916.7847909945,19991.288,19991.288,0.9077,0.9647,"No need to compare!"
3,9,34,20,64949.287259993,42918.0496634447,36685.984375,25635.366,0.9533,0.8778,"0.9844"
3,9,35,20,42686.9049321475,42637.6085846531,25780.00625,22421.35,0.5975,0.8291,"0.4832"
3,9,36,20,78455.2973396172,62538.966247223,23780.725,28308.34,0.9127,0.8611,"0.9139"
3,9,37,20,77311.2796816222,42173.6986743985,23540.828,23540.828,0.8802,0.9753,"No need to compare!"
3,9,38,20,55303.8445540755,54197.2470755422,37212.45,36456.504,0.3894,0.3933,"0.3836"
3,9,39,20,39964.0638699167,39879.0896212728,42210.90625,26575.778,0.9946,0.9807,"0.9283"
3,9,40,20,47445.2583578362,46363.5567208481,53708.7333333333,36995.998,0.9384,0.9412,"0.8346"
3,9,41,20,43990.0365947013,44997.0634274058,25300.003125,19198.01,0.9107,0.9245,"0.8506"
3,9,42,20,59709.0303119254,37146.3863435503,36757.45625,26009.862,0.7296,0.612,"0.7445"
3,9,43,20,23207.6321221304,22513.5235286175,18275.628125,17846.62,0.9937,0.9982,"0.9942"
3,9,44,20,39785.9723903282,39741.8316562247,18907.30625,17570.39,0.9286,0.9536,"0.5525"
3,9,45,20,57130.8491047931,54701.6596999564,29472.896875,31250.73,0.9773,0.2948,"0.9899"
3,9,46,20,58121.8230242193,43938.11468455,27951.568,27951.568,0.8117,0.8489,"No need to compare!"
3,9,47,20,54973.6067541673,40858.8503056357,44095.40625,31841.738,0.5839,0.8041,"0.6222"
3,9,48,20,70759.7805920101,50109.651313644,24774.03125,26113.562,0.9703,0.9082,"0.9859"
3,9,49,20,33036.9119846073,33127.0793882427,26839.818,26839.818,0.8886,0.8788,"No need to compare!"
3,9,50,20,41059.7250413201,40219.9341046188,31748.63125,27369.318,0.7887,0.5614,"0.8008"
3,9,51,20,56918.1743207166,50546.6029304915,24650.346875,18323.306,0.963,0.9543,"0.9011"
3,9,52,20,34826.0464130775,34351.6299149041,26479.84375,27558.106,0.9942,0.9941,"0.953"
3,9,53,20,14524.2051251379,14524.8010977541,17346.264,17346.264,0.8996,0.995,"No need to compare!"
3,9,54,20,18285.6540354306,18231.8522384015,21317.648,21317.648,0.7981,0.7395,"No need to compare!"
3,9,55,20,35265.7607493437,35270.585594816,36457.240625,38772.894,0.83,0.8921,"0.9901"
3,9,56,20,25113.4587603206,25103.5148566738,23479.115625,25728.25,0.9882,0.9851,"0.9573"
3,9,57,20,41553.4373380844,38482.4380208472,45795.690625,30077.676,0.898,0.8743,"0.9513"
3,9,58,20,35881.3787435829,35924.6069017746,36783.9625,34043.562,0.9848,0.9458,"0.8171"
3,9,59,20,43474.1873301731,40843.5384863907,46133.621875,34621.422,0.5561,0.9459,"0.9223"
3,9,60,20,50837.718110747,38414.364343708,26366.421875,26851.498,0.9935,0.9986,"0.9981"
3,9,61,20,49529.7712764625,49609.4352873057,36361.0111111111,25982.088,0.4657,0.5329,"0.5845"
3,9,62,20,23893.0474666452,23954.8568586875,22100.1,22100.1,0.9937,0.9753,"No need to compare!"
3,9,63,20,54169.7871805055,41166.9947257193,35105.4055555555,21686.246,0.8671,0.7046,"0.841"
3,9,64,20,49949.616243353,41306.2701314135,32353.475,29593.32,0.4902,0.0776,"0.4804"
3,9,65,20,24853.4290638088,25123.8452063921,23459.62,23459.62,0.9981,0.9971,"No need to compare!"
3,9,66,20,37163.3157242983,37144.3230191035,31384.802,31384.802,0.9846,0.9731,"No need to compare!"
3,9,67,20,39136.3869829762,39130.0692649964,44428.70625,29739.678,0.9179,0.8743,"0.9924"
3,9,68,20,42919.8654807361,42640.6955068658,47096.10625,30353.74,0.9541,0.9568,"0.9335"
3,9,69,20,52041.8877923195,50363.272913129,46083.3444444444,30577.528,0.9642,0.8199,"0.922"
3,9,70,20,30288.0394506085,30221.429601427,27056.214,27056.214,0.9954,0.9889,"No need to compare!"
3,9,71,20,12582.9139147958,12969.2828987736,8469.209375,11831.758,0.9923,0.981,"0.9881"
3,9,72,20,30465.0523056833,30549.7740189628,29131.46875,31854.632,0.965,0.9978,"0.9839"
3,9,73,20,36908.2834891485,36915.184403764,42803.5722222222,31190.716,0.9486,0.9481,"0.9992"
3,9,74,20,60571.406271878,50216.8022030779,19358.284375,18521.718,0.8343,0.9327,"0.9857"
3,9,75,20,28858.1840499123,28853.4300852422,28801.328125,29604.106,0.9708,0.9377,"0.8418"
3,9,76,20,45122.6263347887,39675.0815687027,38024.71875,24177.44,0.9911,0.9965,"0.982"
3,9,77,20,46648.7813657529,46664.2408637669,35460.921875,35497.122,0.9183,0.9635,"0.942"
3,9,78,20,56240.6676140073,42330.1948235775,37468.5944444444,23095.212,0.9439,0.5424,"0.9363"
3,9,79,20,18044.1552948027,18067.4147576465,21000.454,21000.454,0.8137,0.5543,"No need to compare!"
3,9,80,20,82681.1154743733,82575.7703259025,27108.48125,22566.718,0.9818,0.9784,"0.9476"
3,9,81,20,14278.9734643325,14253.1641282018,19241.394,19241.394,0.9707,0.6679,"No need to compare!"
3,9,82,20,33665.5960010243,33749.5815287566,32246.58125,30229.454,0.9853,0.986,"0.9178"
3,9,83,20,62805.8191931306,47582.1397059914,22426.3,19129.516,0.9951,0.9192,"0.8869"
3,9,84,20,39659.6067824149,35211.7869926405,41721.6625,30905.816,0.9564,0.9249,"0.9663"
3,9,85,20,29822.3924259655,29801.3233978061,12443.546875,16840.528,0.9968,0.9973,"0.9973"
3,9,86,20,50020.6680004839,39915.0714498537,40677.5,27236.97,0.592,0.5945,"0.5926"
3,9,87,20,84964.8300009283,70777.7536646185,32912.059375,28659.118,0.8939,0.8943,"0.8597"
3,9,88,20,14783.9341006205,14899.3141564061,16286.906,16286.906,0.9992,0.9877,"No need to compare!"
3,9,89,20,13084.5334725317,13072.3106613411,17482.216,17482.216,0.9923,0.9949,"No need to compare!"
3,9,90,20,35392.6800530629,35375.9782664253,41522.4166666667,29431.004,0.8604,0.9769,"0.9995"
3,9,91,20,31615.4767494129,31759.2535435627,25568.124,25568.124,0.8701,0.9935,"No need to compare!"
3,9,92,20,46902.2712940016,45824.6623553582,25190.584375,27878.024,0.9578,0.8716,"0.9432"
3,9,93,20,37120.2069049693,36259.9733138606,17854.925,21511.85,0.9971,0.9747,"0.9418"
3,9,94,20,39125.6008381391,32712.6621617507,33318.965625,20220.48,0.9954,0.9494,"0.9832"
3,9,95,20,34017.5752783358,33977.5940886213,20205.203125,20857.154,0.9604,0.8651,"0.7611"
3,9,96,20,68045.0505829725,66736.1450235364,42443.23125,28932.818,0.8528,0.9372,"0.9539"
3,9,97,20,52843.1000161982,39752.4957552397,22016.196,22016.196,0.9931,0.9765,"No need to compare!"
3,9,98,20,26948.924729848,27003.1267555646,19599.45,23688.01,0.8405,0.9773,"0.9661"
3,9,99,20,28986.5314626256,28994.9433110592,23055.89375,23421.466,0.8668,0.9688,"0.8459"
3,9,100,20,37405.4049347522,34498.8147993839,28917.975,30023.686,0.9149,0.9418,"0.9935"
3,10,1,20,48490.6782537225,NA,77855.825,53503.198,0.9998,NA,"1"
3,10,2,20,30132.6161939224,30163.0974981976,32372.2722222222,46815.784,0.9998,0.9967,"0.9985"
3,10,3,20,60634.700845283,49586.2715507445,39756.3,43797.446,0.9944,0.976,"0.9425"
3,10,4,20,32008.6743987873,31466.4613813072,44811.6875,55089.016,0.9998,0.9994,"1"
3,10,5,20,58663.6009780367,NA,83822.6375,63621.476,0.9994,NA,"0.9999"
3,10,6,20,40663.9706331346,NA,49964.484375,61790.516,0.9982,NA,"0.9974"
3,10,7,20,65559.2128239994,NA,52166.81875,58774.858,0.9994,NA,"1"
3,10,8,20,48426.5065668511,47902.0791573093,54325.9555555556,46895.816,0.9985,0.9937,"0.9831"
3,10,9,20,80844.7721829582,67968.8348929314,67613.9222222222,60827.55,0.9942,0.9884,"0.9579"
3,10,10,20,56007.0492832701,53388.0843443743,52747.5333333333,31892.232,0.9415,0.9629,"0.8715"
3,10,11,20,48635.8420092337,NA,51468.174,51468.174,0.9998,NA,"No need to compare!"
3,10,12,20,56162.3594534292,53099.4936102395,45652.290625,51003.182,0.9715,0.9872,"0.8948"
3,10,13,20,23047.1007199207,22008.1061717289,27630.5388888889,24466.268,0.9991,0.999,"0.9996"
3,10,14,20,79319.7550098608,NA,72417.792,72417.792,0.9997,NA,"No need to compare!"
3,10,15,20,42738.5497810511,41328.1808793279,34469.375,36944.004,0.9976,0.9957,"0.9952"
3,10,16,20,57538.0947066213,44609.8355815597,64317.2111111111,48534.178,0.9974,0.9998,"0.9998"
3,10,17,20,45563.0484824016,45373.4149783322,66856.5555555556,52570.422,0.9996,0.9986,"0.9992"
3,10,18,20,79033.6388834591,78732.4757510868,91023.7,63680.354,0.9997,0.9988,"1"
3,10,20,20,55119.8888680235,53371.7891270838,47989.0555555556,40088.436,0.9877,0.9991,"0.9939"
3,10,21,20,85617.7611606747,71400.4863555438,67832.9333333333,63103.782,0.9836,0.9845,"0.9769"
3,10,22,20,55492.6532936726,NA,81571.89375,67101.522,0.9992,NA,"0.9964"
3,10,23,20,46620.1405783079,39420.024485056,51726.5666666667,39976.306,0.9964,0.9925,"0.9854"
3,10,24,20,62849.6857329427,55188.3719733892,64819.4,49976.89,0.9949,0.9987,"0.9886"
3,10,25,20,43923.042146141,44013.5349873425,66155.5625,63128.978,0.9999,0.9965,"0.9989"
3,10,26,20,78646.8065912394,73268.8335879423,66298.9777777778,49433.702,0.9786,0.9412,"0.7262"
3,10,27,20,20931.4503367996,20821.8643418146,41313.1611111111,37943.378,0.9985,0.9993,"0.9998"
3,10,28,20,74660.6631250242,69871.4362992122,60531.9625,65618.788,0.8633,0.8635,"0.8573"
3,10,29,20,77597.1620365734,82579.3063855847,76974.6444444444,56705.166,0.8776,0.8389,"0.6004"
3,10,30,20,40161.0816054049,39652.1605275474,58784.746,58784.746,0.9981,0.9983,"No need to compare!"
3,10,31,20,53302.2473625727,NA,41542.178125,36095.352,0.9326,NA,"0.573"
3,10,32,20,64792.0853514306,61031.8192855348,60858.0111111111,46337.502,0.9978,0.9976,"0.9162"
3,10,33,20,51937.8296027408,NA,65233.4777777778,47292.006,0.9998,NA,"0.9988"
3,10,34,20,59924.8119225019,59412.5131696861,91415.875,68890.868,0.9984,0.9939,"0.9999"
3,10,35,20,68656.6622052465,68695.5460664448,51450.196875,39836.192,0.9588,0.9181,"0.0285"
3,10,36,20,53447.3880082845,NA,62189.2875,73840.682,0.9993,NA,"0.9996"
3,10,37,20,43769.2933797497,43509.5037625906,61994.53125,57440.302,0.8363,0.9544,"0.9941"
3,10,38,20,92165.9283242112,89243.2768578525,73848.7777777778,52892.952,0.9949,0.9873,"0.8203"
3,10,39,20,55921.3244163341,NA,71826.69375,45607.118,1,NA,"0.9985"
3,10,40,20,59480.5837869628,56492.7692681317,73154.65,71536.01,0.9938,0.9983,"0.9824"
3,10,41,20,55261.5543770155,36635.0395346801,60910.8222222222,44396.918,0.9994,0.9975,"0.9964"
3,10,42,20,49797.1392714977,NA,74878.3,61397.806,0.9854,NA,"0.9853"
3,10,43,20,16090.2153666952,15558.8402720125,31364.146875,40597.28,0.9996,1,"0.9972"
3,10,44,20,73823.4273301846,NA,63636.9888888889,37841.31,0.9947,NA,"0.819"
3,10,45,20,64659.3426058395,64239.4597636323,96486.875,44813.638,0.9334,0.8932,"0.7414"
3,10,46,20,53760.4817133404,52724.8808888167,89324.790625,68853.778,0.9994,0.9995,"0.9803"
3,10,47,20,34963.592062523,35009.5708526982,41467.5722222222,48588.42,0.9908,0.9935,"0.9969"
3,10,48,20,49477.9755066915,45912.5196963223,51670.71875,63209.118,0.9996,0.9998,"0.9996"
3,10,49,20,41893.6434069121,37607.7368650564,42548.65,50217.976,0.9992,0.999,"0.9979"
3,10,50,20,27581.6614025594,27943.1422806397,34644.2333333333,40347.934,0.9978,0.9926,"0.9982"
3,10,51,20,67867.8304872233,67851.0831141898,63458.1222222222,52152.134,0.9968,0.9973,"0.9699"
3,10,52,20,35100.6321809716,31866.9429038261,66453.065625,40941.462,0.9981,0.9929,"1"
